Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
OTB_BACT_10-14-2025,Blank,All Events,BL1 - BL1-H,N/A,309,50,6.180,10409,N/A,10928.49,N/A
OTB_BACT_10-14-2025,Blank,R2,BL1 - BL1-H,N/A,202,50,4.040,14268,N/A,11813.75,N/A
OTB_BACT_10-14-2025,Blank,R1,BL1 - BL1-H,N/A,309,50,6.180,10409,N/A,10928.49,N/A
OTB_BACT_10-14-2025,Blank,R1,FSC - FSC-H,SSC - SSC-H,309,50,6.180,3467,4195,2802.75,3371.25
OTB_BACT_10-14-2025,Blank,R3,BL1 - BL1-H,SSC - SSC-H,15,50,0.300,30403,2464,10945.24,890.53
OTB_BACT_10-14-2025,Blank,R1,BL1 - BL1-H,SSC - SSC-H,309,50,6.180,10409,4195,10928.49,3371.25
OTB_BACT_10-14-2025,Blank,R3,FSC - FSC-H,SSC - SSC-H,15,50,0.300,4677,2464,3086.50,890.53
OTB_BACT_10-14-2025,St1_1,All Events,BL1 - BL1-H,N/A,299229,50,5984.580,27126,N/A,36322.15,N/A
OTB_BACT_10-14-2025,St1_1,R2,BL1 - BL1-H,N/A,253870,50,5077.400,28523,N/A,25053.27,N/A
OTB_BACT_10-14-2025,St1_1,R1,BL1 - BL1-H,N/A,299229,50,5984.580,27126,N/A,36322.15,N/A
OTB_BACT_10-14-2025,St1_1,R1,FSC - FSC-H,SSC - SSC-H,299229,50,5984.580,2690,1263,2417.72,2040.84
OTB_BACT_10-14-2025,St1_1,R3,BL1 - BL1-H,SSC - SSC-H,194062,50,3881.240,37608,791,38879.06,955.61
OTB_BACT_10-14-2025,St1_1,R1,BL1 - BL1-H,SSC - SSC-H,299229,50,5984.580,27126,1263,36322.15,2040.84
OTB_BACT_10-14-2025,St1_1,R3,FSC - FSC-H,SSC - SSC-H,194062,50,3881.240,2510,791,2004.75,955.61
OTB_BACT_10-14-2025,St1_2,All Events,BL1 - BL1-H,N/A,307246,50,6144.920,26799,N/A,36537.87,N/A
