Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,X Mean,Y Mean,X SD,Y SD
OTB_BACT_9-25-2025,Blank,All Events,BL1 - BL1-H,N/A,973,50,19.460,11437,N/A,12330.81,N/A
OTB_BACT_9-25-2025,Blank,R2,BL1 - BL1-H,N/A,660,50,13.200,15356,N/A,13276.57,N/A
OTB_BACT_9-25-2025,Blank,R1,BL1 - BL1-H,N/A,973,50,19.460,11437,N/A,12330.81,N/A
OTB_BACT_9-25-2025,Blank,R1,FSC - FSC-H,SSC - SSC-H,973,50,19.460,4026,4413,4085.18,3377.03
OTB_BACT_9-25-2025,Blank,R3,BL1 - BL1-H,SSC - SSC-H,55,50,1.100,39457,3525,18081.71,1651.25
OTB_BACT_9-25-2025,Blank,R1,BL1 - BL1-H,SSC - SSC-H,973,50,19.460,11437,4413,12330.81,3377.03
OTB_BACT_9-25-2025,Blank,R3,FSC - FSC-H,SSC - SSC-H,55,50,1.100,9399,3525,5240.30,1651.25
OTB_BACT_9-25-2025,St1_1,All Events,BL1 - BL1-H,N/A,251391,50,5027.820,28837,N/A,36976.82,N/A
OTB_BACT_9-25-2025,St1_1,R2,BL1 - BL1-H,N/A,204002,50,4080.040,32790,N/A,29078.58,N/A
OTB_BACT_9-25-2025,St1_1,R1,BL1 - BL1-H,N/A,251391,50,5027.820,28837,N/A,36976.82,N/A
OTB_BACT_9-25-2025,St1_1,R1,FSC - FSC-H,SSC - SSC-H,251391,50,5027.820,2702,1515,2668.00,2321.49
OTB_BACT_9-25-2025,St1_1,R3,BL1 - BL1-H,SSC - SSC-H,153902,50,3078.040,41944,872,37925.78,1059.16
OTB_BACT_9-25-2025,St1_1,R1,BL1 - BL1-H,SSC - SSC-H,251391,50,5027.820,28837,1515,36976.82,2321.49
OTB_BACT_9-25-2025,St1_1,R3,FSC - FSC-H,SSC - SSC-H,153902,50,3078.040,2416,872,2015.14,1059.16
OTB_BACT_9-25-2025,St1_2,All Events,BL1 - BL1-H,N/A,283381,50,5667.620,28806,N/A,36459.77,N/A
OTB_BACT_9-25-2025,St1_2,R2,BL1 - BL1-H,N/A,241277,50,4825.540,31325,N/A,27330.70,N/A
OTB_BACT_9-25-2025,St1_2,R1,BL1 - BL1-H,N/A,283381,50,5667.620,28806,N/A,36459.77,N/A
OTB_BACT_9-25-2025,St1_2,R1,FSC - FSC-H,SSC - SSC-H,283381,50,5667.620,2608,1461,2566.05,2233.83
OTB_BACT_9-25-2025,St1_2,R3,BL1 - BL1-H,SSC - SSC-H,183408,50,3668.160,39595,933,36082.65,1119.16
OTB_BACT_9-25-2025,St1_2,R1,BL1 - BL1-H,SSC - SSC-H,283381,50,5667.620,28806,1461,36459.77,2233.83
OTB_BACT_9-25-2025,St1_2,R3,FSC - FSC-H,SSC - SSC-H,183408,50,3668.160,2373,933,2018.71,1119.16
OTB_BACT_9-25-2025,St1_3,All Events,BL1 - BL1-H,N/A,300828,50,6016.560,28453,N/A,37267.03,N/A
OTB_BACT_9-25-2025,St1_3,R2,BL1 - BL1-H,N/A,255537,50,5110.740,30921,N/A,26926.23,N/A
OTB_BACT_9-25-2025,St1_3,R1,BL1 - BL1-H,N/A,300828,50,6016.560,28453,N/A,37267.03,N/A
OTB_BACT_9-25-2025,St1_3,R1,FSC - FSC-H,SSC - SSC-H,300828,50,6016.560,2643,1527,2624.42,2304.74
OTB_BACT_9-25-2025,St1_3,R3,BL1 - BL1-H,SSC - SSC-H,192457,50,3849.140,39232,945,36080.41,1133.41
OTB_BACT_9-25-2025,St1_3,R1,BL1 - BL1-H,SSC - SSC-H,300828,50,6016.560,28453,1527,37267.03,2304.74
OTB_BACT_9-25-2025,St1_3,R3,FSC - FSC-H,SSC - SSC-H,192457,50,3849.140,2371,945,2010.51,1133.41
OTB_BACT_9-25-2025,St2_1,All Events,BL1 - BL1-H,N/A,475322,50,9506.440,29972,N/A,36881.43,N/A
OTB_BACT_9-25-2025,St2_1,R2,BL1 - BL1-H,N/A,404344,50,8086.880,32587,N/A,28411.83,N/A
OTB_BACT_9-25-2025,St2_1,R1,BL1 - BL1-H,N/A,475322,50,9506.440,29972,N/A,36881.43,N/A
OTB_BACT_9-25-2025,St2_1,R1,FSC - FSC-H,SSC - SSC-H,475322,50,9506.440,2858,1594,3149.67,2291.22
OTB_BACT_9-25-2025,St2_1,R3,BL1 - BL1-H,SSC - SSC-H,303829,50,6076.580,41649,1019,37479.85,1249.12
OTB_BACT_9-25-2025,St2_1,R1,BL1 - BL1-H,SSC - SSC-H,475322,50,9506.440,29972,1594,36881.43,2291.22
OTB_BACT_9-25-2025,St2_1,R3,FSC - FSC-H,SSC - SSC-H,303829,50,6076.580,2520,1019,2443.26,1249.12
OTB_BACT_9-25-2025,St2_2,All Events,BL1 - BL1-H,N/A,483268,50,9665.360,29713,N/A,36467.25,N/A
OTB_BACT_9-25-2025,St2_2,R2,BL1 - BL1-H,N/A,409957,50,8199.140,32448,N/A,28191.07,N/A
OTB_BACT_9-25-2025,St2_2,R1,BL1 - BL1-H,N/A,483268,50,9665.360,29713,N/A,36467.25,N/A
OTB_BACT_9-25-2025,St2_2,R1,FSC - FSC-H,SSC - SSC-H,483268,50,9665.360,2827,1571,3107.21,2271.08
OTB_BACT_9-25-2025,St2_2,R3,BL1 - BL1-H,SSC - SSC-H,308234,50,6164.680,41398,1002,37120.30,1223.94
OTB_BACT_9-25-2025,St2_2,R1,BL1 - BL1-H,SSC - SSC-H,483268,50,9665.360,29713,1571,36467.25,2271.08
OTB_BACT_9-25-2025,St2_2,R3,FSC - FSC-H,SSC - SSC-H,308234,50,6164.680,2494,1002,2358.90,1223.94
OTB_BACT_9-25-2025,St2_3,All Events,BL1 - BL1-H,N/A,485844,50,9716.880,29951,N/A,36868.32,N/A
